user_id,R,F,Rscore,Fscore,RFM,User_Label
[79359253],16,6,0,0,00,重要挽留客户
[79362621],18,2,1,0,10,重要发展客户
[79383980],12,17,0,1,01,重要保持客户
[79384326],24,7,1,0,10,重要发展客户
[79403111],12,29,0,1,01,重要保持客户
[79432796],22,1,1,0,10,重要发展客户
[79463651],30,2,1,0,10,重要发展客户
[79472459],13,18,0,1,01,重要保持客户
[79492036],13,21,0,1,01,重要保持客户
[79505279],12,9,0,0,00,重要挽留客户
[79519527],19,4,1,0,10,重要发展客户
[79557421],31,2,1,0,10,重要发展客户
[79558429],12,14,0,1,01,重要保持客户
[79587494],15,30,0,1,01,重要保持客户
[79603001],17,17,0,1,01,重要保持客户
[79603335],14,10,0,0,00,重要挽留客户
[79614874],42,1,1,0,10,重要发展客户
[79617414],13,2,0,0,00,重要挽留客户
[79678094],17,26,0,1,01,重要保持客户
[79681819],20,5,1,0,10,重要发展客户
[79690063],16,15,0,1,01,重要保持客户
[79702699],21,2,1,0,10,重要发展客户
[79763295],18,13,1,0,10,重要发展客户
[79787742],13,39,0,1,01,重要保持客户
[79788089],17,15,0,1,01,重要保持客户
[79807237],13,5,0,0,00,重要挽留客户
[79807626],16,37,0,1,01,重要保持客户
[79824809],18,23,1,1,11,重要价值客户
[79844578],33,9,1,0,10,重要发展客户
[79876720],13,5,0,0,00,重要挽留客户
[79913494],15,3,0,0,00,重要挽留客户
[79927411],24,7,1,0,10,重要发展客户
[79947662],16,15,0,1,01,重要保持客户
[79973073],13,27,0,1,01,重要保持客户
[79990361],16,4,0,0,00,重要挽留客户
[80031113],18,5,1,0,10,重要发展客户
[80052488],14,29,0,1,01,重要保持客户
[80057325],15,20,0,1,01,重要保持客户
[80057429],12,13,0,0,00,重要挽留客户
[80081386],26,10,1,0,10,重要发展客户
[80089562],13,40,0,1,01,重要保持客户
[80109645],15,8,0,0,00,重要挽留客户
[80112220],18,34,1,1,11,重要价值客户
[80115072],30,5,1,0,10,重要发展客户
[80125653],13,12,0,0,00,重要挽留客户
[80187043],13,2,0,0,00,重要挽留客户
[80214639],13,6,0,0,00,重要挽留客户
[80216957],12,4,0,0,00,重要挽留客户
[80254452],14,12,0,0,00,重要挽留客户
[80263315],14,15,0,1,01,重要保持客户
[80264762],14,21,0,1,01,重要保持客户
[80274951],13,12,0,0,00,重要挽留客户
[80283819],14,29,0,1,01,重要保持客户
[80291753],18,3,1,0,10,重要发展客户
[80308823],18,2,1,0,10,重要发展客户
[80331565],18,1,1,0,10,重要发展客户
[80332039],26,26,1,1,11,重要价值客户
[80345747],26,2,1,0,10,重要发展客户
[80378029],13,22,0,1,01,重要保持客户
[80384982],16,10,0,0,00,重要挽留客户
[80390220],17,10,0,0,00,重要挽留客户
[80415557],14,18,0,1,01,重要保持客户
[80421496],14,11,0,0,00,重要挽留客户
[80422373],13,6,0,0,00,重要挽留客户
[80443167],20,1,1,0,10,重要发展客户
[80458696],12,18,0,1,01,重要保持客户
[80481728],12,5,0,0,00,重要挽留客户
[80481913],13,20,0,1,01,重要保持客户
[80487881],15,8,0,0,00,重要挽留客户
[80490154],23,2,1,0,10,重要发展客户
[80519771],12,1,0,0,00,重要挽留客户
[80528162],28,4,1,0,10,重要发展客户
[80548885],19,7,1,0,10,重要发展客户
[80552424],18,9,1,0,10,重要发展客户
[80563035],22,5,1,0,10,重要发展客户
[80583776],18,2,1,0,10,重要发展客户
[80638202],18,9,1,0,10,重要发展客户
[80648292],12,9,0,0,00,重要挽留客户
[80673818],13,9,0,0,00,重要挽留客户
[80680284],22,3,1,0,10,重要发展客户
[80699349],20,21,1,1,11,重要价值客户
[80703687],18,9,1,0,10,重要发展客户
[80775941],12,5,0,0,00,重要挽留客户
[80795824],34,2,1,0,10,重要发展客户
[80803649],12,14,0,1,01,重要保持客户
[80808868],37,1,1,0,10,重要发展客户
[80838825],14,10,0,0,00,重要挽留客户
[80894940],12,2,0,0,00,重要挽留客户
[80945120],18,8,1,0,10,重要发展客户
[80954170],12,19,0,1,01,重要保持客户
[80955364],34,1,1,0,10,重要发展客户
[80960440],15,2,0,0,00,重要挽留客户
[80977557],23,12,1,0,10,重要发展客户
[81037956],20,4,1,0,10,重要发展客户
[81046312],16,18,0,1,01,重要保持客户
[81076699],16,14,0,1,01,重要保持客户
[81084835],17,4,0,0,00,重要挽留客户
[81143356],14,12,0,0,00,重要挽留客户
[81144389],13,3,0,0,00,重要挽留客户
[81157363],16,9,0,0,00,重要挽留客户
[81182608],12,32,0,1,01,重要保持客户
[81196267],14,4,0,0,00,重要挽留客户
[81220081],14,2,0,0,00,重要挽留客户
[81245680],18,6,1,0,10,重要发展客户
[81281336],18,3,1,0,10,重要发展客户
[81281654],31,2,1,0,10,重要发展客户
[81295365],17,3,0,0,00,重要挽留客户
[81312893],13,8,0,0,00,重要挽留客户
[81322348],13,11,0,0,00,重要挽留客户
[81328294],18,3,1,0,10,重要发展客户
[81341272],20,6,1,0,10,重要发展客户
[81368266],20,4,1,0,10,重要发展客户
[81406411],37,1,1,0,10,重要发展客户
[81419674],16,8,0,0,00,重要挽留客户
[81424893],12,42,0,1,01,重要保持客户
[81444684],12,84,0,1,01,重要保持客户
[81470571],19,6,1,0,10,重要发展客户
[81471953],12,17,0,1,01,重要保持客户
[81479152],13,14,0,1,01,重要保持客户
[81497537],14,34,0,1,01,重要保持客户
[81500257],13,22,0,1,01,重要保持客户
[81541985],12,9,0,0,00,重要挽留客户
[81542356],25,4,1,0,10,重要发展客户
[81542604],24,5,1,0,10,重要发展客户
[81550710],15,12,0,0,00,重要挽留客户
[81567660],17,9,0,0,00,重要挽留客户
[81576763],24,2,1,0,10,重要发展客户
[81584249],14,15,0,1,01,重要保持客户
[81586383],12,10,0,0,00,重要挽留客户
[81595167],17,7,0,0,00,重要挽留客户
[81607879],25,2,1,0,10,重要发展客户
[81608134],12,58,0,1,01,重要保持客户
[81611585],15,25,0,1,01,重要保持客户
[81612967],15,14,0,1,01,重要保持客户
[81613966],12,14,0,1,01,重要保持客户
[81633439],13,36,0,1,01,重要保持客户
[81635499],13,21,0,1,01,重要保持客户
[81647004],24,2,1,0,10,重要发展客户
[81654342],22,6,1,0,10,重要发展客户
[81666196],16,9,0,0,00,重要挽留客户
[81705986],21,3,1,0,10,重要发展客户
[81729056],12,27,0,1,01,重要保持客户
[81732161],18,17,1,1,11,重要价值客户
[81756097],18,15,1,1,11,重要价值客户
[81769563],16,10,0,0,00,重要挽留客户
[81814142],15,15,0,1,01,重要保持客户
[81840544],13,29,0,1,01,重要保持客户
[81855599],34,1,1,0,10,重要发展客户
[81874936],20,3,1,0,10,重要发展客户
[81878304],13,20,0,1,01,重要保持客户
[81901472],16,38,0,1,01,重要保持客户
[81904568],17,18,0,1,01,重要保持客户
[81923955],16,6,0,0,00,重要挽留客户
[81925863],12,21,0,1,01,重要保持客户
[81933823],14,3,0,0,00,重要挽留客户
[81958592],12,17,0,1,01,重要保持客户
[81960712],13,18,0,1,01,重要保持客户
[81964332],18,8,1,0,10,重要发展客户
[82008226],14,34,0,1,01,重要保持客户
[82026505],13,15,0,1,01,重要保持客户
[82048591],17,4,0,0,00,重要挽留客户
[82056066],13,9,0,0,00,重要挽留客户
[82061100],17,12,0,0,00,重要挽留客户
[82076649],18,11,1,0,10,重要发展客户
[82095778],18,6,1,0,10,重要发展客户
[82144399],27,5,1,0,10,重要发展客户
[82169054],16,50,0,1,01,重要保持客户
[82187286],31,2,1,0,10,重要发展客户
[82209738],27,7,1,0,10,重要发展客户
[82226346],29,4,1,0,10,重要发展客户
[82245480],13,26,0,1,01,重要保持客户
[82247926],24,2,1,0,10,重要发展客户
[82252304],19,3,1,0,10,重要发展客户
[82259162],12,45,0,1,01,重要保持客户
[82263291],15,5,0,0,00,重要挽留客户
[82271547],16,6,0,0,00,重要挽留客户
[82295636],19,13,1,0,10,重要发展客户
[82302996],12,53,0,1,01,重要保持客户
[82320644],14,21,0,1,01,重要保持客户
[82326585],16,4,0,0,00,重要挽留客户
[82329199],13,18,0,1,01,重要保持客户
[82335494],25,6,1,0,10,重要发展客户
[82362614],14,12,0,0,00,重要挽留客户
[82384961],13,16,0,1,01,重要保持客户
[82389748],16,4,0,0,00,重要挽留客户
[82414453],13,11,0,0,00,重要挽留客户
[82435724],28,7,1,0,10,重要发展客户
[82438723],12,48,0,1,01,重要保持客户
[82448685],14,49,0,1,01,重要保持客户
[82449509],14,8,0,0,00,重要挽留客户
[82473850],17,11,0,0,00,重要挽留客户
[82479585],15,5,0,0,00,重要挽留客户
[82483139],13,6,0,0,00,重要挽留客户
[82532353],13,17,0,1,01,重要保持客户
[82572658],14,25,0,1,01,重要保持客户
[82575380],18,16,1,1,11,重要价值客户
[82604847],16,6,0,0,00,重要挽留客户
[82628240],14,35,0,1,01,重要保持客户
[82643414],13,4,0,0,00,重要挽留客户
[82649107],18,11,1,0,10,重要发展客户
[82687808],18,8,1,0,10,重要发展客户
[82698552],18,4,1,0,10,重要发展客户
[82705001],14,6,0,0,00,重要挽留客户
[82734120],23,4,1,0,10,重要发展客户
[82738660],16,12,0,0,00,重要挽留客户
[82738686],13,9,0,0,00,重要挽留客户
[82740589],16,11,0,0,00,重要挽留客户
[82756067],12,16,0,1,01,重要保持客户
[82775878],12,8,0,0,00,重要挽留客户
[82779553],14,6,0,0,00,重要挽留客户
[82833924],17,8,0,0,00,重要挽留客户
[82838416],12,12,0,0,00,重要挽留客户
[82853795],13,9,0,0,00,重要挽留客户
[82857884],15,15,0,1,01,重要保持客户
[82860631],16,8,0,0,00,重要挽留客户
[82889783],28,4,1,0,10,重要发展客户
[82892371],18,16,1,1,11,重要价值客户
[82902886],13,9,0,0,00,重要挽留客户
[82905542],13,77,0,1,01,重要保持客户
[82914173],16,34,0,1,01,重要保持客户
[82924944],16,3,0,0,00,重要挽留客户
[82926069],12,61,0,1,01,重要保持客户
[82926163],17,13,0,0,00,重要挽留客户
[82936710],18,11,1,0,10,重要发展客户
[82945911],16,1,0,0,00,重要挽留客户
[82960193],16,9,0,0,00,重要挽留客户
[82962775],16,9,0,0,00,重要挽留客户
[82996925],18,54,1,1,11,重要价值客户
[83000130],18,5,1,0,10,重要发展客户
[83052065],30,2,1,0,10,重要发展客户
[83055904],18,2,1,0,10,重要发展客户
[83058850],14,8,0,0,00,重要挽留客户
[83062037],13,55,0,1,01,重要保持客户
[83073587],12,29,0,1,01,重要保持客户
[83080518],38,8,1,0,10,重要发展客户
[83108816],12,7,0,0,00,重要挽留客户
[83158116],30,6,1,0,10,重要发展客户
[83262957],16,15,0,1,01,重要保持客户
[83275852],22,56,1,1,11,重要价值客户
[83279248],18,11,1,0,10,重要发展客户
[83307780],12,21,0,1,01,重要保持客户
[83313393],20,2,1,0,10,重要发展客户
[83328872],13,7,0,0,00,重要挽留客户
[83334493],12,12,0,0,00,重要挽留客户
[83345819],12,25,0,1,01,重要保持客户
[83346211],13,43,0,1,01,重要保持客户
[83369179],12,11,0,0,00,重要挽留客户
[83389532],12,6,0,0,00,重要挽留客户
[83423107],13,25,0,1,01,重要保持客户
[83424956],18,23,1,1,11,重要价值客户
[83425764],41,14,1,1,11,重要价值客户
[83437514],16,2,0,0,00,重要挽留客户
[83449637],14,1,0,0,00,重要挽留客户
[83469580],41,2,1,0,10,重要发展客户
[83490019],18,2,1,0,10,重要发展客户
[83521932],14,10,0,0,00,重要挽留客户
[83531230],38,2,1,0,10,重要发展客户
[83539694],18,4,1,0,10,重要发展客户
[83543222],16,3,0,0,00,重要挽留客户
[83546635],13,52,0,1,01,重要保持客户
[83570876],12,16,0,1,01,重要保持客户
[83584379],12,15,0,1,01,重要保持客户
[83599484],12,7,0,0,00,重要挽留客户
[83600056],16,20,0,1,01,重要保持客户
[83607024],14,7,0,0,00,重要挽留客户
[83618059],14,15,0,1,01,重要保持客户
[83619345],28,2,1,0,10,重要发展客户
[83666727],27,2,1,0,10,重要发展客户
[83679249],14,20,0,1,01,重要保持客户
[83681730],16,17,0,1,01,重要保持客户
[83687317],14,8,0,0,00,重要挽留客户
[83688949],14,28,0,1,01,重要保持客户
[83699036],18,13,1,0,10,重要发展客户
[83735095],15,38,0,1,01,重要保持客户
[83738555],12,10,0,0,00,重要挽留客户
[83753093],17,5,0,0,00,重要挽留客户
[83764719],14,18,0,1,01,重要保持客户
[83768059],14,6,0,0,00,重要挽留客户
[83781429],19,2,1,0,10,重要发展客户
[83797489],13,13,0,0,00,重要挽留客户
[83802493],17,23,0,1,01,重要保持客户
[83804673],21,1,1,0,10,重要发展客户
[83811107],16,2,0,0,00,重要挽留客户
[83813302],13,16,0,1,01,重要保持客户
[83823786],16,4,0,0,00,重要挽留客户
[83832211],12,10,0,0,00,重要挽留客户
[83836148],40,1,1,0,10,重要发展客户
[83851924],12,66,0,1,01,重要保持客户
[83919959],30,2,1,0,10,重要发展客户
[83925215],14,16,0,1,01,重要保持客户
[83928316],18,10,1,0,10,重要发展客户
[83929585],14,13,0,0,00,重要挽留客户
[83934219],18,2,1,0,10,重要发展客户
[83954147],15,63,0,1,01,重要保持客户
[83960181],19,14,1,1,11,重要价值客户
[83974192],18,18,1,1,11,重要价值客户
[83975368],16,1,0,0,00,重要挽留客户
[83976914],12,57,0,1,01,重要保持客户
[83977527],12,5,0,0,00,重要挽留客户
[83988501],19,3,1,0,10,重要发展客户
[83988987],18,14,1,1,11,重要价值客户
[84009856],14,5,0,0,00,重要挽留客户
[84019407],15,19,0,1,01,重要保持客户
[84057565],22,6,1,0,10,重要发展客户
[84072731],30,1,1,0,10,重要发展客户
[84080163],14,14,0,1,01,重要保持客户
[84121281],14,3,0,0,00,重要挽留客户
[84167844],28,5,1,0,10,重要发展客户
[84208789],16,8,0,0,00,重要挽留客户
[84230181],37,7,1,0,10,重要发展客户
[84247610],14,41,0,1,01,重要保持客户
[84263296],13,11,0,0,00,重要挽留客户
[84267303],13,7,0,0,00,重要挽留客户
[84281661],18,4,1,0,10,重要发展客户
[84281743],23,1,1,0,10,重要发展客户
[84289150],13,12,0,0,00,重要挽留客户
[84307337],12,18,0,1,01,重要保持客户
[84328573],14,8,0,0,00,重要挽留客户
[84374385],18,7,1,0,10,重要发展客户
[84414222],18,24,1,1,11,重要价值客户
[84423663],16,15,0,1,01,重要保持客户
[84439492],18,5,1,0,10,重要发展客户
[84441355],27,8,1,0,10,重要发展客户
[84445336],12,19,0,1,01,重要保持客户
[84465830],18,7,1,0,10,重要发展客户
[84465849],15,19,0,1,01,重要保持客户
[84469189],21,2,1,0,10,重要发展客户
[84469236],15,34,0,1,01,重要保持客户
[84480844],18,4,1,0,10,重要发展客户
[84492068],17,14,0,1,01,重要保持客户
[84517694],12,32,0,1,01,重要保持客户
[84556930],14,43,0,1,01,重要保持客户
[84560829],17,7,0,0,00,重要挽留客户
[84566857],14,18,0,1,01,重要保持客户
[84568949],40,3,1,0,10,重要发展客户
[84614339],16,2,0,0,00,重要挽留客户
[84638310],20,6,1,0,10,重要发展客户
[84640132],13,16,0,1,01,重要保持客户
[84645009],18,3,1,0,10,重要发展客户
[84676338],12,15,0,1,01,重要保持客户
[84698728],13,7,0,0,00,重要挽留客户
[84744429],35,1,1,0,10,重要发展客户
[84756365],19,3,1,0,10,重要发展客户
[84766191],20,5,1,0,10,重要发展客户
[84786775],17,1,0,0,00,重要挽留客户
[84826816],18,7,1,0,10,重要发展客户
[84865876],15,7,0,0,00,重要挽留客户
[84873122],13,7,0,0,00,重要挽留客户
[84875269],40,1,1,0,10,重要发展客户
[84892889],17,13,0,0,00,重要挽留客户
[84894979],12,9,0,0,00,重要挽留客户
[84902483],12,25,0,1,01,重要保持客户
[84914445],13,17,0,1,01,重要保持客户
[84916776],13,56,0,1,01,重要保持客户
[84949737],18,57,1,1,11,重要价值客户
[84956161],12,8,0,0,00,重要挽留客户
[84993562],26,6,1,0,10,重要发展客户
[85004126],13,8,0,0,00,重要挽留客户
[85008352],18,12,1,0,10,重要发展客户
[85016828],23,1,1,0,10,重要发展客户
[85031011],13,5,0,0,00,重要挽留客户
[85048948],12,11,0,0,00,重要挽留客户
[85051568],27,1,1,0,10,重要发展客户
[85051939],18,5,1,0,10,重要发展客户
[85052259],13,26,0,1,01,重要保持客户
[85053285],18,23,1,1,11,重要价值客户
[85053429],12,15,0,1,01,重要保持客户
[85057275],12,25,0,1,01,重要保持客户
[85061519],28,2,1,0,10,重要发展客户
[85063376],15,21,0,1,01,重要保持客户
[85063972],34,6,1,0,10,重要发展客户
[85064035],40,2,1,0,10,重要发展客户
[85071667],12,10,0,0,00,重要挽留客户
[85081309],13,60,0,1,01,重要保持客户
[85100350],21,1,1,0,10,重要发展客户
[85101585],40,1,1,0,10,重要发展客户
[85110777],17,20,0,1,01,重要保持客户
[85120673],13,10,0,0,00,重要挽留客户
[85160711],13,18,0,1,01,重要保持客户
[85164456],13,3,0,0,00,重要挽留客户
[85169785],18,4,1,0,10,重要发展客户
[85178050],34,2,1,0,10,重要发展客户
[85188992],14,9,0,0,00,重要挽留客户
[85193905],14,11,0,0,00,重要挽留客户
[85236155],12,5,0,0,00,重要挽留客户
[85271128],14,16,0,1,01,重要保持客户
[85295844],13,6,0,0,00,重要挽留客户
[85296442],14,21,0,1,01,重要保持客户
[85308332],13,46,0,1,01,重要保持客户
[85310681],23,17,1,1,11,重要价值客户
[85336332],12,116,0,1,01,重要保持客户
[85372457],18,60,1,1,11,重要价值客户
[85438708],18,6,1,0,10,重要发展客户
[85447850],13,33,0,1,01,重要保持客户
[85497599],15,7,0,0,00,重要挽留客户
[85506238],13,7,0,0,00,重要挽留客户
[85506999],30,4,1,0,10,重要发展客户
[85515812],12,21,0,1,01,重要保持客户
[85532545],17,5,0,0,00,重要挽留客户
[85550335],16,2,0,0,00,重要挽留客户
[85558599],12,9,0,0,00,重要挽留客户
[85559921],12,3,0,0,00,重要挽留客户
[85566132],19,4,1,0,10,重要发展客户
[85578027],26,19,1,1,11,重要价值客户
[85604732],23,2,1,0,10,重要发展客户
[85617134],12,16,0,1,01,重要保持客户
[85633095],18,38,1,1,11,重要价值客户
[85642720],18,5,1,0,10,重要发展客户
[85646603],18,3,1,0,10,重要发展客户
[85660451],19,18,1,1,11,重要价值客户
[85684824],15,14,0,1,01,重要保持客户
[85724451],17,4,0,0,00,重要挽留客户
[85745014],17,1,0,0,00,重要挽留客户
[85775119],20,4,1,0,10,重要发展客户
[85822276],12,47,0,1,01,重要保持客户
[85837173],38,1,1,0,10,重要发展客户
[85862488],12,61,0,1,01,重要保持客户
[85867746],19,10,1,0,10,重要发展客户
[85877113],36,1,1,0,10,重要发展客户
[85894552],34,1,1,0,10,重要发展客户
[85910982],16,9,0,0,00,重要挽留客户
[85922732],15,22,0,1,01,重要保持客户
[85939471],13,10,0,0,00,重要挽留客户
[85943972],12,19,0,1,01,重要保持客户
[85947802],42,1,1,0,10,重要发展客户
[85994287],13,12,0,0,00,重要挽留客户
[86010915],13,8,0,0,00,重要挽留客户
[86011804],17,25,0,1,01,重要保持客户
[86012881],12,4,0,0,00,重要挽留客户
[86015882],14,1,0,0,00,重要挽留客户
[86017186],16,88,0,1,01,重要保持客户
[86034641],12,22,0,1,01,重要保持客户
[86038768],16,25,0,1,01,重要保持客户
[86062140],23,2,1,0,10,重要发展客户
[86075690],19,6,1,0,10,重要发展客户
[86103367],38,1,1,0,10,重要发展客户
[86107124],22,12,1,0,10,重要发展客户
[86173615],13,5,0,0,00,重要挽留客户
[86239261],12,54,0,1,01,重要保持客户
[86273519],24,12,1,0,10,重要发展客户
[86282836],35,3,1,0,10,重要发展客户
[86287331],23,12,1,0,10,重要发展客户
[86299044],12,11,0,0,00,重要挽留客户
[86323571],23,5,1,0,10,重要发展客户
[86340424],18,3,1,0,10,重要发展客户
[86369786],15,18,0,1,01,重要保持客户
[86388311],13,11,0,0,00,重要挽留客户
[86435238],24,4,1,0,10,重要发展客户
[86442990],12,22,0,1,01,重要保持客户
[86505281],24,1,1,0,10,重要发展客户
[86523709],25,11,1,0,10,重要发展客户
[86530795],13,10,0,0,00,重要挽留客户
[86531384],18,16,1,1,11,重要价值客户
[86563510],12,17,0,1,01,重要保持客户
[86568201],18,8,1,0,10,重要发展客户
[86581662],13,10,0,0,00,重要挽留客户
[86614500],12,41,0,1,01,重要保持客户
[86616463],21,12,1,0,10,重要发展客户
[86641829],12,1,0,0,00,重要挽留客户
[86658749],15,19,0,1,01,重要保持客户
[86673531],26,2,1,0,10,重要发展客户
[86674738],16,10,0,0,00,重要挽留客户
[86696356],18,2,1,0,10,重要发展客户
[86711898],19,9,1,0,10,重要发展客户
[86717393],15,2,0,0,00,重要挽留客户
[86723144],22,24,1,1,11,重要价值客户
[86723232],12,33,0,1,01,重要保持客户
[86730643],14,8,0,0,00,重要挽留客户
[86736998],14,4,0,0,00,重要挽留客户
[86748372],12,29,0,1,01,重要保持客户
[86756157],18,12,1,0,10,重要发展客户
[86770260],18,9,1,0,10,重要发展客户
[86785531],23,6,1,0,10,重要发展客户
[86800877],25,6,1,0,10,重要发展客户
[86804290],13,49,0,1,01,重要保持客户
[86817915],16,3,0,0,00,重要挽留客户
[86823123],13,12,0,0,00,重要挽留客户
[86839210],13,2,0,0,00,重要挽留客户
[86845872],37,1,1,0,10,重要发展客户
[86870442],18,5,1,0,10,重要发展客户
[86900115],13,11,0,0,00,重要挽留客户
[86901628],22,4,1,0,10,重要发展客户
[86985041],42,1,1,0,10,重要发展客户
[87018990],15,7,0,0,00,重要挽留客户
[87026738],12,15,0,1,01,重要保持客户
[87056353],18,7,1,0,10,重要发展客户
[87077725],12,2,0,0,00,重要挽留客户
[87086124],18,3,1,0,10,重要发展客户
[87098913],15,38,0,1,01,重要保持客户
[87104389],27,8,1,0,10,重要发展客户
[87119704],18,17,1,1,11,重要价值客户
[87146362],14,3,0,0,00,重要挽留客户
[87153634],13,2,0,0,00,重要挽留客户
[87165474],12,69,0,1,01,重要保持客户
[87182757],19,3,1,0,10,重要发展客户
[87224584],29,2,1,0,10,重要发展客户
[87229516],13,23,0,1,01,重要保持客户
[87234675],31,8,1,0,10,重要发展客户
[87269189],15,9,0,0,00,重要挽留客户
[87298447],12,19,0,1,01,重要保持客户
[87326986],34,5,1,0,10,重要发展客户
[87338001],41,1,1,0,10,重要发展客户
[87351617],14,2,0,0,00,重要挽留客户
[87365875],23,6,1,0,10,重要发展客户
[87385056],15,1,0,0,00,重要挽留客户
[87397369],19,3,1,0,10,重要发展客户
[87401754],21,2,1,0,10,重要发展客户
[87409081],18,1,1,0,10,重要发展客户
[87413989],15,61,0,1,01,重要保持客户
[87442587],20,17,1,1,11,重要价值客户
[87448522],36,5,1,0,10,重要发展客户
[87466107],14,54,0,1,01,重要保持客户
[87475354],14,10,0,0,00,重要挽留客户
[87503748],24,2,1,0,10,重要发展客户
[87509181],12,3,0,0,00,重要挽留客户
[87526438],12,15,0,1,01,重要保持客户
[87538023],13,8,0,0,00,重要挽留客户
[87542208],12,5,0,0,00,重要挽留客户
[87579407],15,13,0,0,00,重要挽留客户
[87594845],25,6,1,0,10,重要发展客户
[87603845],13,28,0,1,01,重要保持客户
[87610115],12,21,0,1,01,重要保持客户
[87616807],18,19,1,1,11,重要价值客户
[87634750],13,26,0,1,01,重要保持客户
[87642673],12,24,0,1,01,重要保持客户
[87648643],17,28,0,1,01,重要保持客户
[87658501],13,16,0,1,01,重要保持客户
[87674314],18,2,1,0,10,重要发展客户
[87684947],32,3,1,0,10,重要发展客户
[87732841],18,4,1,0,10,重要发展客户
[87751423],23,2,1,0,10,重要发展客户
[87799778],20,4,1,0,10,重要发展客户
[87804477],14,2,0,0,00,重要挽留客户
[87820307],15,31,0,1,01,重要保持客户
[87861593],17,2,0,0,00,重要挽留客户
[87868887],12,9,0,0,00,重要挽留客户
[87876065],33,2,1,0,10,重要发展客户
[87895521],13,51,0,1,01,重要保持客户
[87901815],15,3,0,0,00,重要挽留客户
[87902771],16,3,0,0,00,重要挽留客户
[87942719],12,43,0,1,01,重要保持客户
[87944152],12,30,0,1,01,重要保持客户
[87948577],25,15,1,1,11,重要价值客户
[87960257],14,9,0,0,00,重要挽留客户
[87980818],18,2,1,0,10,重要发展客户
[87983348],12,109,0,1,01,重要保持客户
[87990594],24,3,1,0,10,重要发展客户
[87998227],12,30,0,1,01,重要保持客户
[88005937],12,3,0,0,00,重要挽留客户
[88007634],12,17,0,1,01,重要保持客户
[88009446],24,2,1,0,10,重要发展客户
[88055926],15,5,0,0,00,重要挽留客户
[88076016],19,2,1,0,10,重要发展客户
[88079688],12,68,0,1,01,重要保持客户
[88090767],12,59,0,1,01,重要保持客户
[88099922],21,4,1,0,10,重要发展客户
[88105291],33,1,1,0,10,重要发展客户
[88110636],13,13,0,0,00,重要挽留客户
[88111941],18,9,1,0,10,重要发展客户
[88120786],12,18,0,1,01,重要保持客户
[88122205],12,9,0,0,00,重要挽留客户
[88143584],19,4,1,0,10,重要发展客户
[88150994],12,28,0,1,01,重要保持客户
[88159912],28,2,1,0,10,重要发展客户
[88196998],25,5,1,0,10,重要发展客户
[88209434],18,5,1,0,10,重要发展客户
[88211444],13,14,0,1,01,重要保持客户
[88239724],20,2,1,0,10,重要发展客户
[88246742],17,4,0,0,00,重要挽留客户
[88271974],15,10,0,0,00,重要挽留客户
[88276305],13,6,0,0,00,重要挽留客户
[88290400],12,52,0,1,01,重要保持客户
[88336278],14,24,0,1,01,重要保持客户
[88340891],13,34,0,1,01,重要保持客户
[88374425],14,5,0,0,00,重要挽留客户
[88405349],29,2,1,0,10,重要发展客户
[88447964],16,15,0,1,01,重要保持客户
[88470992],23,12,1,0,10,重要发展客户
[88493429],18,5,1,0,10,重要发展客户
[88496472],17,37,0,1,01,重要保持客户
[88503688],12,128,0,1,01,重要保持客户
[88504838],18,2,1,0,10,重要发展客户
[88513390],22,28,1,1,11,重要价值客户
[88526460],14,12,0,0,00,重要挽留客户
[88548564],21,5,1,0,10,重要发展客户
[88568494],14,6,0,0,00,重要挽留客户
[88603547],41,1,1,0,10,重要发展客户
[88614983],17,6,0,0,00,重要挽留客户
[88623283],15,18,0,1,01,重要保持客户
[88637394],12,7,0,0,00,重要挽留客户
[88643555],16,8,0,0,00,重要挽留客户
[88666055],23,3,1,0,10,重要发展客户
[88691490],12,62,0,1,01,重要保持客户
[88707443],27,6,1,0,10,重要发展客户
[88715260],14,21,0,1,01,重要保持客户
[88735921],12,16,0,1,01,重要保持客户
[88749982],21,4,1,0,10,重要发展客户
[88753779],38,1,1,0,10,重要发展客户
[88815441],13,52,0,1,01,重要保持客户
[88826481],13,2,0,0,00,重要挽留客户
[88865653],17,7,0,0,00,重要挽留客户
[88884665],12,9,0,0,00,重要挽留客户
[88901750],18,4,1,0,10,重要发展客户
[88916048],12,22,0,1,01,重要保持客户
[88922674],12,3,0,0,00,重要挽留客户
[88927446],18,12,1,0,10,重要发展客户
[88945335],15,21,0,1,01,重要保持客户
[88950524],18,34,1,1,11,重要价值客户
[88953531],14,5,0,0,00,重要挽留客户
[88967877],29,12,1,0,10,重要发展客户
[88972430],38,5,1,0,10,重要发展客户
[89004886],18,5,1,0,10,重要发展客户
[89006471],22,2,1,0,10,重要发展客户
[89083541],17,6,0,0,00,重要挽留客户
[89104233],40,1,1,0,10,重要发展客户
[89105765],13,7,0,0,00,重要挽留客户
[89118490],16,18,0,1,01,重要保持客户
[89153511],12,13,0,0,00,重要挽留客户
[89160493],12,5,0,0,00,重要挽留客户
[89183161],18,10,1,0,10,重要发展客户
[89193034],26,2,1,0,10,重要发展客户
[89210176],25,4,1,0,10,重要发展客户
[89249164],12,23,0,1,01,重要保持客户
[89256212],18,12,1,0,10,重要发展客户
[89258714],13,93,0,1,01,重要保持客户
[89261071],14,8,0,0,00,重要挽留客户
